,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
202734,128,128,16,8,8,16,16,8,8,1,1,1,1,0,1123.82,1124.91,1123.86,1124.06,4496.65,fdla
202749,128,128,16,8,8,16,16,8,8,2,1,1,0,1,1119.47,1118.6,1120.01,1119.46,4477.54,reay
202750,128,128,16,8,8,16,16,8,8,2,1,1,1,0,1134.89,1135.25,1134.84,1134.65,4539.630000000001,baah
202761,128,128,16,8,8,16,16,8,8,4,1,0,0,1,1122.09,1122.69,1122.34,1122.43,4489.55,awua
202768,128,128,16,8,8,16,16,8,8,8,0,0,0,0,607.32,606.94,607.29,607.2,2428.75,arvi
202780,128,128,16,8,8,16,16,8,8,8,1,1,0,0,600.23,601.32,600.17,600.8,2402.5200000000004,ahuz
202782,128,128,16,8,8,16,16,8,8,8,1,1,1,0,1144.29,1144.68,1144.58,1144.47,4578.02,kram
202783,128,128,16,8,8,16,16,8,8,8,1,1,1,1,2357.76,2357.91,2357.92,2358.88,9432.470000000001,rmda
202789,128,128,16,8,8,16,32,2,1,1,0,1,0,1,937.57,940.93,941.89,939.65,3760.04,amne
202796,128,128,16,8,8,16,32,2,1,1,1,1,0,0,561.31,561.86,561.2,562.16,2246.53,ljqa
202798,128,128,16,8,8,16,32,2,1,1,1,1,1,0,969.49,973.06,974.63,971.25,3888.43,fcao
202799,128,128,16,8,8,16,32,2,1,1,1,1,1,1,1858.33,1819.69,1842.69,1844.69,7365.4,tfba
202804,128,128,16,8,8,16,32,2,1,2,0,1,0,0,558.74,558.64,558.7,559.19,2235.2700000000004,dtad
202805,128,128,16,8,8,16,32,2,1,2,0,1,0,1,971.67,972.25,970.56,975.01,3889.49,drua
202810,128,128,16,8,8,16,32,2,1,2,1,0,1,0,999.19,1003.2,999.56,1002.24,4004.1899999999996,lyla
202818,128,128,16,8,8,16,32,2,1,4,0,0,1,0,825.65,827.16,825.12,825.62,3303.5499999999997,tvha
202828,128,128,16,8,8,16,32,2,1,4,1,1,0,0,553.35,553.95,553.95,554.28,2215.53,nafv
202830,128,128,16,8,8,16,32,2,1,4,1,1,1,0,853.56,857.71,855.55,856.62,3423.4399999999996,zpaa
202832,128,128,16,8,8,16,32,2,2,1,0,0,0,0,575.56,576.18,575.64,576.12,2303.4999999999995,jdab
202844,128,128,16,8,8,16,32,2,2,1,1,1,0,0,578.66,579.99,579.47,580.25,2318.37,csaz
202851,128,128,16,8,8,16,32,2,2,2,0,0,1,1,1383.81,1388.11,1414.43,1417.96,5604.31,kapk
202853,128,128,16,8,8,16,32,2,2,2,0,1,0,1,870.11,868.53,869.4,869.63,3477.67,aqup
202860,128,128,16,8,8,16,32,2,2,2,1,1,0,0,562.54,562.97,563.12,563.58,2252.21,ampa
202866,128,128,16,8,8,16,32,2,2,4,0,0,1,0,873.2,874.42,874.97,873.54,3496.13,ljaf
202867,128,128,16,8,8,16,32,2,2,4,0,0,1,1,1612.7,1609.01,1605.94,1596.39,6424.04,akjw
202868,128,128,16,8,8,16,32,2,2,4,0,1,0,0,567.55,568.21,568.62,568.41,2272.79,patf
202878,128,128,16,8,8,16,32,2,2,4,1,1,1,0,870.5,871.85,872.54,872.56,3487.45,cakz
202890,128,128,16,8,8,16,32,2,4,1,1,0,1,0,920.68,922.12,919.67,920.34,3682.81,lawh
202893,128,128,16,8,8,16,32,2,4,1,1,1,0,1,983.22,983.17,980.89,983.12,3930.3999999999996,yraj
202897,128,128,16,8,8,16,32,2,4,2,0,0,0,1,801.32,802.7,803.95,804.94,3212.9100000000003,ikam
202898,128,128,16,8,8,16,32,2,4,2,0,0,1,0,897.38,900.54,900.11,899.64,3597.67,ivta
202899,128,128,16,8,8,16,32,2,4,2,0,0,1,1,1601.6,1595.17,1601.23,1615.96,6413.96,yqca
202907,128,128,16,8,8,16,32,2,4,2,1,0,1,1,1608.99,1609.43,1605.86,1617.1,6441.379999999999,bbap
202916,128,128,16,8,8,16,32,2,4,4,0,1,0,0,572.21,572.86,572.57,572.64,2290.28,vban
202917,128,128,16,8,8,16,32,2,4,4,0,1,0,1,794.22,795.55,795.71,795.3,3180.7799999999997,ptla
202918,128,128,16,8,8,16,32,2,4,4,0,1,1,0,815.09,816.09,816.13,817.06,3264.37,boac
202919,128,128,16,8,8,16,32,2,4,4,0,1,1,1,1587.34,1579.9,1572.79,1582.4,6322.43,cika
202921,128,128,16,8,8,16,32,2,4,4,1,0,0,1,790.63,791.44,791.22,790.99,3164.2799999999997,cagh
202927,128,128,16,8,8,16,32,2,4,4,1,1,1,1,1585.62,1585.33,1582.07,1588.19,6341.209999999999,upxa
202932,128,128,16,8,8,16,32,2,8,1,0,1,0,0,572.32,572.9,572.28,572.13,2289.63,udak
202944,128,128,16,8,8,16,32,2,8,2,0,0,0,0,575.31,575.82,575.66,575.59,2302.38,ajok
202955,128,128,16,8,8,16,32,2,8,2,1,0,1,1,1672.57,1666.53,1671.51,1681.67,6692.28,aibh
202960,128,128,16,8,8,16,32,2,8,4,0,0,0,0,576.31,576.62,576.38,576.54,2305.85,axsb
202961,128,128,16,8,8,16,32,2,8,4,0,0,0,1,831.7,834.23,833.92,833.78,3333.63,iaga
202962,128,128,16,8,8,16,32,2,8,4,0,0,1,0,804.1,804.67,805.55,806.04,3220.3599999999997,acsh
202966,128,128,16,8,8,16,32,2,8,4,0,1,1,0,813.66,813.35,813.34,812.96,3253.31,zeah
202997,128,128,16,8,8,16,32,8,1,2,0,1,0,1,1133.79,1134.46,1133.97,1134.04,4536.26,qgla
202998,128,128,16,8,8,16,32,8,1,2,0,1,1,0,1127.9,1128.7,1126.45,1127.77,4510.82,fags
203008,128,128,16,8,8,16,32,8,1,4,0,0,0,0,580.12,579.98,580.87,580.33,2321.2999999999997,ogau
203009,128,128,16,8,8,16,32,8,1,4,0,0,0,1,1147.59,1148.52,1146.3,1147.63,4590.04,ajyu
203030,128,128,16,8,8,16,32,8,2,1,0,1,1,0,1122.2,1123.73,1123.03,1122.6,4491.5599999999995,moaj
203031,128,128,16,8,8,16,32,8,2,1,0,1,1,1,2335.14,2335.98,2334.91,2332.82,9338.85,axyq
203035,128,128,16,8,8,16,32,8,2,1,1,0,1,1,2398.35,2399.27,2399.52,2397.73,9594.869999999999,ylpa
203039,128,128,16,8,8,16,32,8,2,1,1,1,1,1,2289.88,2290.4,2290.32,2290.82,9161.42,yqav
203051,128,128,16,8,8,16,32,8,2,2,1,0,1,1,2375.79,2378.55,2376.79,2376.2,9507.33,gbaa
203055,128,128,16,8,8,16,32,8,2,2,1,1,1,1,2344.65,2348.83,2345.71,2346.72,9385.91,ypax
203063,128,128,16,8,8,16,32,8,2,4,0,1,1,1,2370.63,2361.33,2366.43,2370.74,9469.13,ghao
203080,128,128,16,8,8,16,32,8,4,1,1,0,0,0,580.89,580.8,581.17,581.17,2324.03,zgwa
203092,128,128,16,8,8,16,32,8,4,2,0,1,0,0,586.66,587.05,588.82,588.5,2351.03,qamq
203103,128,128,16,8,8,16,32,8,4,2,1,1,1,1,2354.24,2354.06,2355.68,2353.53,9417.51,ekua
203107,128,128,16,8,8,16,32,8,4,4,0,0,1,1,2360.47,2359.54,2354.87,2357.25,9432.130000000001,haoo
203108,128,128,16,8,8,16,32,8,4,4,0,1,0,0,582.67,584.7,584.14,583.67,2335.18,deag
203133,128,128,16,8,8,16,32,8,8,1,1,1,0,1,1124.99,1126.46,1126.26,1125.98,4503.6900000000005,asfp
203135,128,128,16,8,8,16,32,8,8,1,1,1,1,1,2357.24,2354.81,2355.22,2356.64,9423.909999999998,apsj
203138,128,128,16,8,8,16,32,8,8,2,0,0,1,0,1134.46,1135.1,1134.68,1134.98,4539.219999999999,gbah
203140,128,128,16,8,8,16,32,8,8,2,0,1,0,0,591.93,591.9,592.69,592.64,2369.16,xaae
203143,128,128,16,8,8,16,32,8,8,2,0,1,1,1,2357.94,2353.43,2357.16,2355.4,9423.93,jwva
203145,128,128,16,8,8,16,32,8,8,2,1,0,0,1,1134.5,1134.97,1134.43,1134.52,4538.42,auyj
203154,128,128,16,8,8,16,32,8,8,4,0,0,1,0,1127.49,1128.63,1127.72,1128.08,4511.92,cjpa
203159,128,128,16,8,8,16,32,8,8,4,0,1,1,1,2332.75,2328.05,2324.91,2328.7,9314.41,dtza
203163,128,128,16,8,8,16,32,8,8,4,1,0,1,1,2333.52,2332.01,2336.3,2333.65,9335.480000000001,biea
203170,128,128,16,8,8,32,8,2,1,1,0,0,1,0,981.97,982.84,981.82,979.34,3925.9700000000003,labq
203177,128,128,16,8,8,32,8,2,1,1,1,0,0,1,785.96,785.62,786.67,787.06,3145.31,akke
203180,128,128,16,8,8,32,8,2,1,1,1,1,0,0,561.54,561.52,561.41,561.1,2245.5699999999997,abqe
203185,128,128,16,8,8,32,8,2,1,2,0,0,0,1,758.69,759.11,758.56,759.16,3035.52,aend
203195,128,128,16,8,8,32,8,2,1,2,1,0,1,1,1619.08,1621.52,1613.72,1583.54,6437.86,ahhg
203201,128,128,16,8,8,32,8,2,1,4,0,0,0,1,864.48,865.79,866.52,867.02,3463.81,zara
203207,128,128,16,8,8,32,8,2,1,4,0,1,1,1,1610.82,1584.04,1611.7,1611.54,6418.099999999999,kabt
203215,128,128,16,8,8,32,8,2,1,4,1,1,1,1,1677.31,1677.48,1696.21,1661.59,6712.59,izpa
203219,128,128,16,8,8,32,8,2,1,8,0,0,1,1,1438.79,1422.56,1436.68,1431.34,5729.37,amgg
203223,128,128,16,8,8,32,8,2,1,8,0,1,1,1,1284.21,1293.66,1294.47,1297.54,5169.88,ackb
203224,128,128,16,8,8,32,8,2,1,8,1,0,0,0,557.35,557.8,557.6,557.7,2230.45,jfae
203238,128,128,16,8,8,32,8,2,2,1,0,1,1,0,923.99,923.93,923.42,924.28,3695.62,taft
203249,128,128,16,8,8,32,8,2,2,2,0,0,0,1,611.27,611.53,611.56,611.37,2445.73,vyav
203265,128,128,16,8,8,32,8,2,2,4,0,0,0,1,849.87,851.33,851.75,851.2,3404.1499999999996,uaeg
203266,128,128,16,8,8,32,8,2,2,4,0,0,1,0,870.78,871.97,869.54,869.96,3482.25,vaoh
203284,128,128,16,8,8,32,8,2,2,8,0,1,0,0,569.3,569.78,569.68,569.58,2278.3399999999997,auny
203288,128,128,16,8,8,32,8,2,2,8,1,0,0,0,570.57,570.45,570.49,570.86,2282.37,qkad
203289,128,128,16,8,8,32,8,2,2,8,1,0,0,1,681.72,681.69,681.09,682.7,2727.2,craw
203302,128,128,16,8,8,32,8,2,4,1,0,1,1,0,912.88,915.16,914.36,915.83,3658.23,abpp
203304,128,128,16,8,8,32,8,2,4,1,1,0,0,0,564.22,564.08,564.08,564.93,2257.31,karp
203306,128,128,16,8,8,32,8,2,4,1,1,0,1,0,901.41,905.55,905.27,905.48,3617.71,xayp
203309,128,128,16,8,8,32,8,2,4,1,1,1,0,1,982.0,984.45,986.4,981.81,3934.66,wxaf
203311,128,128,16,8,8,32,8,2,4,1,1,1,1,1,1825.84,1837.67,1835.58,1826.44,7325.530000000001,exag
203312,128,128,16,8,8,32,8,2,4,2,0,0,0,0,577.09,577.04,577.31,577.13,2308.57,nals
203313,128,128,16,8,8,32,8,2,4,2,0,0,0,1,805.43,806.91,808.27,807.09,3227.7,jpza
203315,128,128,16,8,8,32,8,2,4,2,0,0,1,1,1617.91,1622.61,1618.02,1614.87,6473.41,uofa
203318,128,128,16,8,8,32,8,2,4,2,0,1,1,0,898.37,899.24,902.13,901.91,3601.65,avfg
203319,128,128,16,8,8,32,8,2,4,2,0,1,1,1,1686.59,1685.81,1689.46,1696.2,6758.0599999999995,rgak
203321,128,128,16,8,8,32,8,2,4,2,1,0,0,1,805.21,807.45,806.66,807.61,3226.9300000000003,aqgw
203322,128,128,16,8,8,32,8,2,4,2,1,0,1,0,897.63,894.93,898.0,896.54,3587.1,cabz
203341,128,128,16,8,8,32,8,2,4,4,1,1,0,1,782.11,782.39,782.75,782.85,3130.1,mhaf
203343,128,128,16,8,8,32,8,2,4,4,1,1,1,1,1585.23,1581.84,1592.65,1574.25,6333.969999999999,ybag
203348,128,128,16,8,8,32,8,2,4,8,0,1,0,0,568.33,568.22,568.27,568.17,2272.9900000000002,zanw
203349,128,128,16,8,8,32,8,2,4,8,0,1,0,1,645.33,645.37,645.71,646.84,2583.25,mgna
203352,128,128,16,8,8,32,8,2,4,8,1,0,0,0,567.1,567.52,567.31,567.32,2269.25,vbat
203377,128,128,16,8,8,32,8,8,1,2,0,0,0,1,1154.34,1154.49,1154.76,1154.67,4618.26,weva
203386,128,128,16,8,8,32,8,8,1,2,1,0,1,0,1135.68,1136.42,1135.29,1135.3,4542.6900000000005,seta
203389,128,128,16,8,8,32,8,8,1,2,1,1,0,1,1127.37,1127.33,1127.0,1127.09,4508.79,vwad
203402,128,128,16,8,8,32,8,8,1,4,1,0,1,0,1149.91,1150.46,1149.88,1149.19,4599.4400000000005,zdka
203406,128,128,16,8,8,32,8,8,1,4,1,1,1,0,1147.97,1148.7,1148.2,1148.6,4593.469999999999,oaeo
203413,128,128,16,8,8,32,8,8,1,8,0,1,0,1,1146.88,1147.76,1147.45,1147.4,4589.49,avxj
203415,128,128,16,8,8,32,8,8,1,8,0,1,1,1,2406.78,2410.11,2406.89,2410.36,9634.140000000001,ggda
203417,128,128,16,8,8,32,8,8,1,8,1,0,0,1,1141.48,1141.97,1141.39,1141.1,4565.9400000000005,qika
203421,128,128,16,8,8,32,8,8,1,8,1,1,0,1,1138.74,1139.48,1138.72,1138.75,4555.6900000000005,ffae
203422,128,128,16,8,8,32,8,8,1,8,1,1,1,0,1160.57,1160.67,1160.48,1160.36,4642.08,nahr
203432,128,128,16,8,8,32,8,8,2,1,1,0,0,0,573.9,574.65,575.9,575.33,2299.7799999999997,awxs
203435,128,128,16,8,8,32,8,8,2,1,1,0,1,1,2407.5,2406.43,2409.01,2407.37,9630.310000000001,euab
203440,128,128,16,8,8,32,8,8,2,2,0,0,0,0,577.76,576.84,578.76,577.85,2311.21,abxa
203441,128,128,16,8,8,32,8,8,2,2,0,0,0,1,1138.87,1138.72,1138.68,1138.95,4555.22,ljab
203442,128,128,16,8,8,32,8,8,2,2,0,0,1,0,1128.85,1129.42,1128.83,1128.97,4516.07,yhae
203443,128,128,16,8,8,32,8,8,2,2,0,0,1,1,2360.63,2360.5,2359.79,2361.67,9442.59,ahpe
203444,128,128,16,8,8,32,8,8,2,2,0,1,0,0,574.72,574.81,575.12,575.64,2300.29,mhag
203449,128,128,16,8,8,32,8,8,2,2,1,0,0,1,1138.21,1138.86,1139.11,1138.37,4554.549999999999,xwfa
203451,128,128,16,8,8,32,8,8,2,2,1,0,1,1,2388.99,2380.67,2387.54,2382.38,9539.58,capi
203463,128,128,16,8,8,32,8,8,2,4,0,1,1,1,2364.41,2362.56,2354.56,2356.33,9437.859999999999,moae
203467,128,128,16,8,8,32,8,8,2,4,1,0,1,1,2340.06,2339.07,2331.17,2337.68,9347.98,ixap
203480,128,128,16,8,8,32,8,8,2,8,1,0,0,0,596.67,595.63,596.91,597.36,2386.57,heal
203481,128,128,16,8,8,32,8,8,2,8,1,0,0,1,1137.65,1137.6,1137.61,1137.72,4550.58,tway
203487,128,128,16,8,8,32,8,8,2,8,1,1,1,1,2399.92,2400.64,2398.82,2400.05,9599.43,jtaj
203488,128,128,16,8,8,32,8,8,4,1,0,0,0,0,582.01,584.53,587.08,583.9,2337.52,nxal
203495,128,128,16,8,8,32,8,8,4,1,0,1,1,1,2373.9,2371.54,2372.2,2373.11,9490.75,mcla
203508,128,128,16,8,8,32,8,8,4,2,0,1,0,0,589.42,588.1,587.54,587.42,2352.48,apjy
203521,128,128,16,8,8,32,8,8,4,4,0,0,0,1,1126.64,1127.71,1126.97,1126.72,4508.040000000001,savu
203533,128,128,16,8,8,32,8,8,4,4,1,1,0,1,1124.15,1124.61,1124.14,1124.21,4497.110000000001,tjoa
203546,128,128,16,8,8,32,8,8,4,8,1,0,1,0,1158.19,1159.03,1158.38,1158.26,4633.860000000001,njah
203558,128,128,16,8,8,32,16,2,1,1,0,1,1,0,975.89,976.73,973.25,974.12,3899.99,afsc
203560,128,128,16,8,8,32,16,2,1,1,1,0,0,0,561.82,561.46,561.84,562.15,2247.2700000000004,ravn
203567,128,128,16,8,8,32,16,2,1,1,1,1,1,1,1873.35,1838.24,1842.91,1835.41,7389.91,amnv
203569,128,128,16,8,8,32,16,2,1,2,0,0,0,1,757.8,758.26,757.12,757.11,3030.29,kuaz
203570,128,128,16,8,8,32,16,2,1,2,0,0,1,0,979.79,984.72,985.14,984.98,3934.63,haby
203581,128,128,16,8,8,32,16,2,1,2,1,1,0,1,968.43,965.67,966.97,968.17,3869.24,lasx
203598,128,128,16,8,8,32,16,2,1,4,1,1,1,0,855.2,854.56,856.77,856.19,3422.72,kjya
203600,128,128,16,8,8,32,16,2,1,8,0,0,0,0,556.92,556.69,557.15,556.77,2227.53,uamo
203608,128,128,16,8,8,32,16,2,1,8,1,0,0,0,557.23,557.54,557.42,557.77,2229.96,abaj
203616,128,128,16,8,8,32,16,2,2,1,0,0,0,0,575.84,576.12,575.5,576.26,2303.7200000000003,iaft
203617,128,128,16,8,8,32,16,2,2,1,0,0,0,1,568.29,569.5,570.44,569.47,2277.7,fsai
203630,128,128,16,8,8,32,16,2,2,1,1,1,1,0,979.74,980.96,978.8,980.69,3920.19,apyp
203650,128,128,16,8,8,32,16,2,2,4,0,0,1,0,870.89,871.3,870.02,871.01,3483.2200000000003,gadf
203658,128,128,16,8,8,32,16,2,2,4,1,0,1,0,871.96,873.62,873.5,872.63,3491.71,jnta
203662,128,128,16,8,8,32,16,2,2,4,1,1,1,0,868.64,867.51,869.47,868.46,3474.08,saat
203667,128,128,16,8,8,32,16,2,2,8,0,0,1,1,1309.2,1315.23,1329.19,1309.58,5263.200000000001,aqrw
203668,128,128,16,8,8,32,16,2,2,8,0,1,0,0,569.2,569.5,569.89,570.09,2278.6800000000003,haxs
203672,128,128,16,8,8,32,16,2,2,8,1,0,0,0,570.16,570.52,570.54,570.44,2281.66,aqms
203680,128,128,16,8,8,32,16,2,4,1,0,0,0,0,566.62,567.26,566.97,566.53,2267.38,eauz
203685,128,128,16,8,8,32,16,2,4,1,0,1,0,1,992.13,991.65,992.92,989.51,3966.21,fbaj
203686,128,128,16,8,8,32,16,2,4,1,0,1,1,0,912.32,915.03,914.53,914.71,3656.59,xsia
203694,128,128,16,8,8,32,16,2,4,1,1,1,1,0,915.63,916.81,914.39,915.4,3662.23,vhai
203702,128,128,16,8,8,32,16,2,4,2,0,1,1,0,901.21,899.84,903.3,899.02,3603.3700000000003,akra
203703,128,128,16,8,8,32,16,2,4,2,0,1,1,1,1675.33,1688.18,1680.62,1682.59,6726.72,anbh
203707,128,128,16,8,8,32,16,2,4,2,1,0,1,1,1623.23,1636.3,1629.41,1621.9,6510.84,mhae
203709,128,128,16,8,8,32,16,2,4,2,1,1,0,1,950.52,951.48,951.1,949.04,3802.14,arfa
203718,128,128,16,8,8,32,16,2,4,4,0,1,1,0,805.8,809.72,809.47,808.49,3233.4799999999996,lfad
203728,128,128,16,8,8,32,16,2,4,8,0,0,0,0,569.92,570.19,570.04,570.04,2280.19,fgda
203730,128,128,16,8,8,32,16,2,4,8,0,0,1,0,859.86,862.95,861.45,861.42,3445.6800000000003,anzc
203743,128,128,16,8,8,32,16,2,4,8,1,1,1,1,1366.09,1367.61,1360.03,1354.29,5448.0199999999995,ammk
203749,128,128,16,8,8,32,16,8,1,1,0,1,0,1,1128.75,1129.3,1129.62,1129.31,4516.98,mnza
203750,128,128,16,8,8,32,16,8,1,1,0,1,1,0,1126.92,1127.8,1126.71,1125.39,4506.820000000001,amrw
203752,128,128,16,8,8,32,16,8,1,1,1,0,0,0,571.9,571.47,572.23,572.01,2287.6099999999997,vdam
203753,128,128,16,8,8,32,16,8,1,1,1,0,0,1,1155.09,1155.64,1154.25,1154.26,4619.24,bayo
203757,128,128,16,8,8,32,16,8,1,1,1,1,0,1,1122.78,1123.97,1123.51,1123.19,4493.450000000001,atyo
203761,128,128,16,8,8,32,16,8,1,2,0,0,0,1,1152.71,1153.09,1153.12,1153.36,4612.28,wapu
203764,128,128,16,8,8,32,16,8,1,2,0,1,0,0,569.69,571.09,570.17,569.44,2280.3900000000003,atgz
203765,128,128,16,8,8,32,16,8,1,2,0,1,0,1,1134.6,1135.08,1134.93,1133.49,4538.099999999999,asxw
203770,128,128,16,8,8,32,16,8,1,2,1,0,1,0,1135.52,1136.47,1135.66,1135.73,4543.379999999999,adqh
203782,128,128,16,8,8,32,16,8,1,4,0,1,1,0,1151.78,1152.11,1151.39,1151.18,4606.46,zjap
203791,128,128,16,8,8,32,16,8,1,4,1,1,1,1,2412.84,2410.88,2407.29,2406.18,9637.19,uyas
203792,128,128,16,8,8,32,16,8,1,8,0,0,0,0,588.93,590.9,590.26,590.89,2360.98,ajvb
203794,128,128,16,8,8,32,16,8,1,8,0,0,1,0,1161.58,1162.9,1162.28,1161.97,4648.7300000000005,usva
203795,128,128,16,8,8,32,16,8,1,8,0,0,1,1,2472.63,2473.77,2472.99,2472.7,9892.09,bqva
203799,128,128,16,8,8,32,16,8,1,8,0,1,1,1,2404.62,2400.92,2361.44,2405.33,9572.31,acje
203806,128,128,16,8,8,32,16,8,1,8,1,1,1,0,1160.24,1160.53,1160.33,1159.12,4640.219999999999,zhar
203823,128,128,16,8,8,32,16,8,2,1,1,1,1,1,2290.11,2290.06,2288.41,2286.84,9155.42,kcay
203828,128,128,16,8,8,32,16,8,2,2,0,1,0,0,575.55,576.4,574.46,575.62,2302.0299999999997,zvja
203838,128,128,16,8,8,32,16,8,2,2,1,1,1,0,1120.68,1120.84,1121.28,1119.92,4482.72,sxah
203839,128,128,16,8,8,32,16,8,2,2,1,1,1,1,2346.9,2343.67,2348.2,2347.15,9385.92,ouda
203863,128,128,16,8,8,32,16,8,2,8,0,1,1,1,2381.06,2379.23,2380.49,2381.41,9522.189999999999,jjja
203864,128,128,16,8,8,32,16,8,2,8,1,0,0,0,597.62,596.72,596.65,596.8,2387.79,vzay
203870,128,128,16,8,8,32,16,8,2,8,1,1,1,0,1159.65,1161.51,1161.3,1161.06,4643.52,tdas
203874,128,128,16,8,8,32,16,8,4,1,0,0,1,0,1125.63,1126.72,1126.16,1125.89,4504.400000000001,jaoe
203888,128,128,16,8,8,32,16,8,4,2,0,0,0,0,591.03,591.32,591.45,589.43,2363.23,ibav
203897,128,128,16,8,8,32,16,8,4,2,1,0,0,1,1135.92,1136.25,1136.02,1136.2,4544.39,avni
203900,128,128,16,8,8,32,16,8,4,2,1,1,0,0,584.58,583.96,587.85,585.64,2342.0299999999997,psad
203902,128,128,16,8,8,32,16,8,4,2,1,1,1,0,1133.61,1134.37,1134.46,1134.46,4536.9,vyqa
203904,128,128,16,8,8,32,16,8,4,4,0,0,0,0,588.89,587.17,589.15,589.1,2354.31,uuau
203910,128,128,16,8,8,32,16,8,4,4,0,1,1,0,1123.82,1123.93,1124.77,1124.82,4497.34,akwt
203931,128,128,16,8,8,32,16,8,4,8,1,0,1,1,2395.73,2389.45,2391.86,2387.0,9564.04,yaxi
203937,128,128,16,8,8,32,32,2,1,1,0,0,0,1,789.44,791.33,790.65,792.03,3163.45,raiz
203943,128,128,16,8,8,32,32,2,1,1,0,1,1,1,1890.84,1869.39,1885.12,1883.23,7528.58,anom
203959,128,128,16,8,8,32,32,2,1,2,0,1,1,1,1727.94,1708.5,1692.71,1706.7,6835.849999999999,apiz
203960,128,128,16,8,8,32,32,2,1,2,1,0,0,0,563.29,563.9,563.69,563.97,2254.8500000000004,naex
203962,128,128,16,8,8,32,32,2,1,2,1,0,1,0,992.96,995.8,995.96,996.65,3981.3700000000003,vxca
203978,128,128,16,8,8,32,32,2,1,4,1,0,1,0,852.52,852.15,852.9,852.52,3410.09,coan
203980,128,128,16,8,8,32,32,2,1,4,1,1,0,0,553.38,553.48,553.47,553.73,2214.0600000000004,jyay
203981,128,128,16,8,8,32,32,2,1,4,1,1,0,1,866.86,867.11,867.87,865.89,3467.73,udza
203993,128,128,16,8,8,32,32,2,2,1,1,0,0,1,568.37,570.83,571.4,570.8,2281.3999999999996,ahrq
203995,128,128,16,8,8,32,32,2,2,1,1,0,1,1,1494.81,1510.29,1498.66,1505.51,6009.27,zamn
204005,128,128,16,8,8,32,32,2,2,2,0,1,0,1,868.08,870.84,870.82,868.87,3478.61,uita
204006,128,128,16,8,8,32,32,2,2,2,0,1,1,0,891.12,891.68,891.82,890.97,3565.59,ador
204009,128,128,16,8,8,32,32,2,2,2,1,0,0,1,605.21,605.98,606.43,606.88,2424.5,rqna
204013,128,128,16,8,8,32,32,2,2,2,1,1,0,1,868.47,871.38,868.65,871.46,3479.96,oaon
204023,128,128,16,8,8,32,32,2,2,4,0,1,1,1,1594.77,1595.86,1601.84,1585.24,6377.71,mdam
204030,128,128,16,8,8,32,32,2,2,4,1,1,1,0,866.93,869.52,867.1,867.28,3470.83,wcas
204035,128,128,16,8,8,32,32,2,4,1,0,0,1,1,1682.59,1691.7,1650.72,1664.65,6689.66,abne
204054,128,128,16,8,8,32,32,2,4,2,0,1,1,0,902.31,902.33,900.0,902.3,3606.9399999999996,agho
204055,128,128,16,8,8,32,32,2,4,2,0,1,1,1,1708.47,1702.33,1683.59,1698.83,6793.22,vlaa
204058,128,128,16,8,8,32,32,2,4,2,1,0,1,0,894.77,898.43,896.32,898.39,3587.91,ovag
204068,128,128,16,8,8,32,32,2,4,4,0,1,0,0,572.82,573.52,572.79,572.54,2291.67,kiad
204079,128,128,16,8,8,32,32,2,4,4,1,1,1,1,1582.38,1590.17,1582.4,1586.93,6341.880000000001,iala
204085,128,128,16,8,8,32,32,8,1,1,0,1,0,1,1126.98,1127.94,1128.08,1127.54,4510.54,eahc
204091,128,128,16,8,8,32,32,8,1,1,1,0,1,1,2411.04,2407.0,2414.15,2407.85,9640.04,pova
204095,128,128,16,8,8,32,32,8,1,1,1,1,1,1,2381.63,2381.02,2382.63,2383.38,9528.66,baum
204112,128,128,16,8,8,32,32,8,1,4,0,0,0,0,580.43,579.96,580.33,580.36,2321.08,apxg
204115,128,128,16,8,8,32,32,8,1,4,0,0,1,1,2421.27,2428.69,2417.0,2429.27,9696.23,cayz
204116,128,128,16,8,8,32,32,8,1,4,0,1,0,0,578.14,578.6,578.35,577.98,2313.07,acud
204122,128,128,16,8,8,32,32,8,1,4,1,0,1,0,1149.57,1150.43,1149.54,1149.35,4598.889999999999,awiz
204123,128,128,16,8,8,32,32,8,1,4,1,0,1,1,2406.6,2408.25,2407.46,2408.73,9631.04,nxag
204142,128,128,16,8,8,32,32,8,2,1,1,1,1,0,1112.32,1112.86,1112.33,1112.3,4449.8099999999995,rmau
204149,128,128,16,8,8,32,32,8,2,2,0,1,0,1,1109.62,1110.98,1109.75,1109.62,4439.969999999999,nmla
204153,128,128,16,8,8,32,32,8,2,2,1,0,0,1,1136.26,1136.64,1136.35,1136.17,4545.42,hawy
204156,128,128,16,8,8,32,32,8,2,2,1,1,0,0,575.02,575.6,575.53,575.85,2302.0,isao
204164,128,128,16,8,8,32,32,8,2,4,0,1,0,0,577.05,576.31,575.86,576.33,2305.5499999999997,lrba
204165,128,128,16,8,8,32,32,8,2,4,0,1,0,1,1137.76,1138.37,1137.31,1137.57,4551.01,lrna
204169,128,128,16,8,8,32,32,8,2,4,1,0,0,1,1133.78,1135.91,1135.81,1135.28,4540.78,aoxg
204188,128,128,16,8,8,32,32,8,4,1,1,1,0,0,581.6,584.68,580.94,581.95,2329.17,oaot
